frame,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32
frame_000399.jpg,"('0.4009', '0.1173', '-0.9687')","('0.4122', '0.0941', '-0.9025')","('0.4260', '0.0922', '-0.9032')","('0.4373', '0.0911', '-0.9032')","('0.3681', '0.0978', '-0.9179')","('0.3527', '0.0990', '-0.9191')","('0.3370', '0.1008', '-0.9199')","('0.4466', '0.0942', '-0.4993')","('0.3145', '0.1103', '-0.5683')","('0.4248', '0.1331', '-0.8072')","('0.3799', '0.1396', '-0.8329')","('0.5528', '0.1814', '-0.2731')","('0.2578', '0.2598', '-0.3258')","('0.7316', '0.0945', '-0.3608')","('0.2153', '0.4187', '-0.4167')","('0.8679', '-0.0108', '-0.6981')","('0.1270', '0.5417', '-0.8385')","('0.8907', '-0.0530', '-0.7775')","('0.1063', '0.5797', '-0.9286')","('0.8880', '-0.0601', '-0.8460')","('0.0884', '0.5770', '-1.0336')","('0.8781', '-0.0411', '-0.7416')","('0.1007', '0.5640', '-0.8940')","('0.5869', '0.5052', '0.0086')","('0.4341', '0.5259', '-0.0094')","('0.6650', '0.7486', '-0.0405')","('0.4793', '0.7639', '-0.1785')","('0.5402', '0.8890', '0.7110')","('0.5083', '0.9626', '0.1277')","('0.5270', '0.9222', '0.7731')","('0.5178', '0.9796', '0.1451')","('0.5282', '0.9732', '0.4998')","('0.5284', '1.0616', '-0.2495')"
frame_000400.jpg,"('0.4229', '0.1168', '-1.0387')","('0.4345', '0.0921', '-0.9739')","('0.4468', '0.0910', '-0.9746')","('0.4588', '0.0904', '-0.9745')","('0.3945', '0.0944', '-0.9952')","('0.3790', '0.0948', '-0.9964')","('0.3643', '0.0951', '-0.9972')","('0.4655', '0.0948', '-0.5810')","('0.3404', '0.1029', '-0.6733')","('0.4474', '0.1337', '-0.8806')","('0.4010', '0.1383', '-0.9133')","('0.5628', '0.1830', '-0.3438')","('0.2768', '0.2536', '-0.4395')","('0.7364', '0.0948', '-0.4492')","('0.1970', '0.4170', '-0.4924')","('0.8741', '-0.0048', '-0.8092')","('0.0819', '0.5406', '-0.8085')","('0.8995', '-0.0364', '-0.8827')","('0.0603', '0.5829', '-0.8777')","('0.8984', '-0.0438', '-0.9531')","('0.0575', '0.5858', '-0.9819')","('0.8888', '-0.0290', '-0.8541')","('0.0711', '0.5716', '-0.8609')","('0.6001', '0.4948', '0.0232')","('0.4375', '0.5179', '-0.0242')","('0.7257', '0.7218', '-0.0707')","('0.4874', '0.7550', '-0.1926')","('0.6028', '0.8928', '0.5235')","('0.5336', '0.9654', '0.0860')","('0.5766', '0.8909', '0.5686')","('0.5390', '0.9781', '0.1013')","('0.5603', '0.9693', '0.2866')","('0.5410', '1.0525', '-0.2652')"
frame_000401.jpg,"('0.4273', '0.1151', '-0.9329')","('0.4362', '0.0902', '-0.8725')","('0.4468', '0.0893', '-0.8731')","('0.4581', '0.0881', '-0.8730')","('0.3988', '0.0912', '-0.8962')","('0.3820', '0.0913', '-0.8974')","('0.3680', '0.0920', '-0.8981')","('0.4634', '0.0932', '-0.5067')","('0.3437', '0.0995', '-0.6094')","('0.4472', '0.1317', '-0.7853')","('0.4040', '0.1347', '-0.8208')","('0.5556', '0.1810', '-0.2966')","('0.2776', '0.2510', '-0.4051')","('0.7237', '0.0950', '-0.4465')","('0.2038', '0.4141', '-0.4715')","('0.8509', '-0.0032', '-0.8463')","('0.0957', '0.5364', '-0.7781')","('0.8750', '-0.0354', '-0.9243')","('0.0734', '0.5807', '-0.8447')","('0.8728', '-0.0418', '-0.9883')","('0.0714', '0.5825', '-0.9428')","('0.8646', '-0.0276', '-0.8895')","('0.0851', '0.5670', '-0.8270')","('0.5931', '0.4971', '0.0207')","('0.4335', '0.5194', '-0.0217')","('0.7101', '0.7223', '-0.0843')","('0.4828', '0.7603', '-0.1333')","('0.5928', '0.8996', '0.4556')","('0.5190', '0.9679', '0.1155')","('0.5681', '0.8982', '0.4971')","('0.5243', '0.9816', '0.1291')","('0.5413', '0.9767', '0.2447')","('0.5344', '1.0589', '-0.2038')"
frame_000402.jpg,"('0.4351', '0.1147', '-1.2319')","('0.4478', '0.0931', '-1.1745')","('0.4604', '0.0923', '-1.1755')","('0.4702', '0.0916', '-1.1755')","('0.4070', '0.0927', '-1.1933')","('0.3907', '0.0925', '-1.1945')","('0.3741', '0.0928', '-1.1954')","('0.4741', '0.0958', '-0.8022')","('0.3533', '0.0995', '-0.8808')","('0.4545', '0.1342', '-1.0791')","('0.4094', '0.1362', '-1.1084')","('0.5617', '0.1873', '-0.5633')","('0.2750', '0.2504', '-0.5566')","('0.7115', '0.1099', '-0.5244')","('0.1633', '0.3905', '-0.5650')","('0.8639', '0.0070', '-0.6668')","('0.0149', '0.5024', '-0.8301')","('0.9052', '-0.0317', '-0.7125')","('-0.0183', '0.5394', '-0.8846')","('0.9085', '-0.0400', '-0.7920')","('-0.0320', '0.5417', '-0.9885')","('0.8927', '-0.0225', '-0.7085')","('-0.0098', '0.5322', '-0.8838')","('0.5819', '0.4834', '-0.0204')","('0.4286', '0.5081', '0.0196')","('0.7582', '0.6784', '-0.0589')","('0.4705', '0.7563', '-0.0375')","('0.6739', '0.9205', '0.3057')","('0.5266', '0.9656', '0.3254')","('0.6453', '0.9334', '0.3214')","('0.5620', '0.9847', '0.3472')","('0.6225', '1.0043', '-0.0442')","('0.4607', '1.0795', '0.0035')"
frame_000403.jpg,"('0.4281', '0.1122', '-1.2115')","('0.4423', '0.0896', '-1.1524')","('0.4548', '0.0888', '-1.1533')","('0.4643', '0.0880', '-1.1533')","('0.4004', '0.0906', '-1.1731')","('0.3852', '0.0905', '-1.1744')","('0.3706', '0.0909', '-1.1753')","('0.4697', '0.0916', '-0.7729')","('0.3482', '0.0979', '-0.8631')","('0.4478', '0.1303', '-1.0566')","('0.4027', '0.1324', '-1.0891')","('0.5579', '0.1824', '-0.5025')","('0.2721', '0.2510', '-0.5508')","('0.7122', '0.1045', '-0.3196')","('0.1603', '0.3884', '-0.5609')","('0.8585', '0.0077', '-0.2946')","('0.0173', '0.4987', '-0.7967')","('0.9011', '-0.0222', '-0.3012')","('-0.0155', '0.5359', '-0.8420')","('0.9047', '-0.0297', '-0.3931')","('-0.0296', '0.5391', '-0.9381')","('0.8872', '-0.0148', '-0.3353')","('-0.0071', '0.5297', '-0.8458')","('0.5831', '0.4842', '0.0044')","('0.4291', '0.5075', '-0.0052')","('0.7489', '0.6819', '-0.0631')","('0.4751', '0.7539', '-0.0998')","('0.6708', '0.9145', '0.3031')","('0.5209', '0.9678', '0.2422')","('0.6428', '0.9274', '0.3184')","('0.5505', '0.9848', '0.2608')","('0.6189', '0.9965', '-0.0531')","('0.4670', '1.0746', '-0.0971')"
frame_000404.jpg,"('0.4547', '0.1121', '-1.2843')","('0.4657', '0.0882', '-1.2229')","('0.4781', '0.0874', '-1.2239')","('0.4873', '0.0867', '-1.2240')","('0.4242', '0.0875', '-1.2485')","('0.4082', '0.0875', '-1.2496')","('0.3912', '0.0882', '-1.2504')","('0.4888', '0.0915', '-0.8432')","('0.3627', '0.0977', '-0.9500')","('0.4751', '0.1328', '-1.1290')","('0.4309', '0.1347', '-1.1667')","('0.5690', '0.1888', '-0.5880')","('0.2757', '0.2465', '-0.6357')","('0.7313', '0.1088', '-0.4636')","('0.0963', '0.3627', '-0.6717')","('0.8799', '0.0143', '-0.5375')","('-0.0511', '0.4179', '-0.8515')","('0.9303', '-0.0149', '-0.5670')","('-0.0825', '0.4377', '-0.8917')","('0.9384', '-0.0212', '-0.6533')","('-0.1196', '0.4335', '-0.9827')","('0.9164', '-0.0061', '-0.5801')","('-0.0844', '0.4291', '-0.8993')","('0.5890', '0.4816', '0.0035')","('0.4376', '0.5096', '-0.0042')","('0.8128', '0.6361', '-0.2334')","('0.4732', '0.7470', '-0.0346')","('0.7961', '0.8981', '0.1042')","('0.5522', '0.9580', '0.3841')","('0.7563', '0.9148', '0.1141')","('0.5964', '0.9751', '0.4077')","('0.8065', '0.9754', '-0.2751')","('0.4757', '1.0080', '0.0622')"
frame_000405.jpg,"('0.4554', '0.1138', '-1.2073')","('0.4674', '0.0904', '-1.1420')","('0.4791', '0.0897', '-1.1429')","('0.4881', '0.0888', '-1.1431')","('0.4251', '0.0901', '-1.1659')","('0.4085', '0.0896', '-1.1669')","('0.3919', '0.0900', '-1.1676')","('0.4891', '0.0928', '-0.7543')","('0.3631', '0.0986', '-0.8532')","('0.4746', '0.1334', '-1.0506')","('0.4293', '0.1355', '-1.0859')","('0.5692', '0.1904', '-0.5117')","('0.2738', '0.2470', '-0.5620')","('0.7371', '0.1076', '-0.4834')","('0.0968', '0.3618', '-0.6289')","('0.8921', '0.0106', '-0.6869')","('-0.0461', '0.4232', '-0.8522')","('0.9338', '-0.0200', '-0.7421')","('-0.0782', '0.4465', '-0.8989')","('0.9405', '-0.0252', '-0.8219')","('-0.0935', '0.4444', '-0.9931')","('0.9243', '-0.0101', '-0.7315')","('-0.0707', '0.4372', '-0.9025')","('0.5930', '0.4838', '0.0176')","('0.4330', '0.5109', '-0.0184')","('0.8143', '0.6324', '-0.3341')","('0.4777', '0.7498', '-0.0318')","('0.7931', '0.8928', '-0.0169')","('0.5545', '0.9614', '0.3124')","('0.7577', '0.9169', '-0.0092')","('0.5883', '0.9805', '0.3268')","('0.8073', '0.9709', '-0.4232')","('0.5027', '1.0125', '-0.0619')"
frame_000406.jpg,"('0.4339', '0.1190', '-1.3738')","('0.4443', '0.0961', '-1.3200')","('0.4538', '0.0958', '-1.3211')","('0.4631', '0.0956', '-1.3211')","('0.4099', '0.0950', '-1.3475')","('0.3935', '0.0945', '-1.3485')","('0.3800', '0.0949', '-1.3491')","('0.4614', '0.1014', '-0.9584')","('0.3492', '0.1007', '-1.0762')","('0.4480', '0.1383', '-1.2230')","('0.4071', '0.1409', '-1.2639')","('0.5299', '0.1973', '-0.6701')","('0.2473', '0.2452', '-0.7496')","('0.6797', '0.1186', '-0.4595')","('0.0444', '0.3250', '-0.7659')","('0.8127', '0.0233', '-0.4526')","('-0.1051', '0.3514', '-0.8542')","('0.8570', '0.0001', '-0.4605')","('-0.1568', '0.3529', '-0.8794')","('0.8668', '-0.0042', '-0.5497')","('-0.2066', '0.3505', '-0.9573')","('0.8504', '0.0094', '-0.4926')","('-0.1492', '0.3484', '-0.8954')","('0.5534', '0.4806', '0.0209')","('0.4059', '0.5119', '-0.0218')","('0.7806', '0.6031', '-0.2862')","('0.4451', '0.7488', '0.0016')","('0.8661', '0.8478', '0.0339')","('0.5182', '0.9591', '0.3881')","('0.8402', '0.8773', '0.0429')","('0.5563', '0.9791', '0.4073')","('0.9086', '0.9541', '-0.3354')","('0.4714', '1.0133', '0.0560')"
frame_000407.jpg,"('0.4186', '0.1177', '-1.4166')","('0.4275', '0.0968', '-1.3686')","('0.4380', '0.0960', '-1.3696')","('0.4465', '0.0953', '-1.3696')","('0.3926', '0.0955', '-1.3958')","('0.3786', '0.0948', '-1.3968')","('0.3657', '0.0948', '-1.3975')","('0.4438', '0.0998', '-1.0181')","('0.3364', '0.1017', '-1.1346')","('0.4332', '0.1368', '-1.2686')","('0.3953', '0.1386', '-1.3090')","('0.5131', '0.1963', '-0.7233')","('0.2394', '0.2442', '-0.8085')","('0.6571', '0.1181', '-0.5225')","('0.0404', '0.3251', '-0.8585')","('0.7873', '0.0181', '-0.5294')","('-0.1310', '0.3431', '-0.9898')","('0.8316', '-0.0076', '-0.5397')","('-0.1659', '0.3450', '-1.0233')","('0.8403', '-0.0139', '-0.6269')","('-0.2132', '0.3391', '-1.1008')","('0.8226', '0.0000', '-0.5689')","('-0.1588', '0.3399', '-1.0324')","('0.5307', '0.4787', '0.0227')","('0.3897', '0.5088', '-0.0235')","('0.7566', '0.6074', '-0.2224')","('0.4322', '0.7565', '-0.0006')","('0.8373', '0.8554', '0.0387')","('0.4937', '0.9726', '0.3644')","('0.8135', '0.8861', '0.0410')","('0.5295', '0.9885', '0.3817')","('0.8817', '0.9574', '-0.3417')","('0.4591', '1.0641', '0.0326')"
frame_000408.jpg,"('0.3821', '0.1136', '-1.0082')","('0.3916', '0.0921', '-0.9617')","('0.3990', '0.0913', '-0.9625')","('0.4065', '0.0905', '-0.9625')","('0.3609', '0.0908', '-0.9874')","('0.3463', '0.0898', '-0.9882')","('0.3346', '0.0890', '-0.9887')","('0.4036', '0.0973', '-0.6667')","('0.3064', '0.0957', '-0.7758')","('0.3939', '0.1338', '-0.8856')","('0.3576', '0.1338', '-0.9233')","('0.4568', '0.1915', '-0.4746')","('0.2087', '0.2247', '-0.5624')","('0.5810', '0.1128', '-0.4651')","('0.0260', '0.2592', '-0.6907')","('0.6918', '0.0079', '-0.6582')","('-0.1078', '0.2902', '-0.8041')","('0.7289', '-0.0213', '-0.6996')","('-0.1528', '0.2900', '-0.8331')","('0.7349', '-0.0280', '-0.7624')","('-0.1607', '0.2863', '-0.8926')","('0.7195', '-0.0119', '-0.6937')","('-0.1425', '0.2856', '-0.8386')","('0.4825', '0.4735', '0.0218')","('0.3577', '0.5181', '-0.0227')","('0.6779', '0.5608', '-0.4604')","('0.3685', '0.7514', '-0.0205')","('0.8468', '0.7750', '-0.3206')","('0.4431', '0.9654', '0.2389')","('0.8424', '0.8189', '-0.3259')","('0.4666', '0.9872', '0.2482')","('0.9208', '0.8394', '-0.6202')","('0.4076', '1.0160', '-0.0147')"
